Title,Summary,Date
زنگ خطری دیگر برای بازنشستگان به صدا درآمد,عضو کمیسیون اجتماعی مجلس گفت: بنده مخالف ادغام صندوق بازنشستگی هستم، چرا که راه پرداخت بدهی دولت به تأمین اجتماعی انتقال سرمایه بازنشستگان نیست.,1403/08/14
کسری بودجه با اوراق و منابع صندوق توسعه ملی جبران می‌شود,نایب رئیس کمیسیون اقتصادی مجلس شورای اسلامی گفت: در طول سال از طریق منابع صندوق توسعه ملی یا انتشار اوراق اسناد خزانه اسلامی، بخشی از کسری‌ها را جبران می‌کردیم؛ اما امسال دولت اسناد خزانه‌ای که امکان انتشار آن وجود دارد را به بیش از ۷۰۰ همت افزایش داد و سهم ۲۸ درصد صندوق توسعه ملی را وارد بودجه کرده است.,1403/08/14
جزئیات دومین نشست بررسی متناسب‌سازی حقوق بازنشستگان,دومین نشست بررسی و اصلاح متناسب‌سازی برگزار شد.,1403/08/14
بازهم بحث عیدی بازنشستگان داغ شد,درخواست پرداخت عیدی متناسب با شاغلین کارگر از سوی برخی بازنشستگان تامین اجتماعی خطاب به مدیرعامل و هیات مدیره تامین اجتماعی در نامه‌ای مطرح شده است.,1403/08/14
قیمت مرغ عجیب شد!,گزارش‌های میدانی حاکی از آن است که قیمت مرغ در سطح خرده‌فروشی‌های شهر به حدود هر کیلو ۱۰۰ هزار تومان رسیده و در برخی نقاط شهر از این عدد نیز گذشته است؛ به‌ طوری که مردم برای تامین این کالای اساسی که جایگزین اصلی گوشت قرمز در سبد کالایی بسیاری از خانوارها محسوب می‌شود، با مشکل مواجه شده‌اند.,1403/08/14
خبرهای خوش از حقوق پرستاران,عضو کمیسیون اجتماعی مجلس ‌از رشد چهار برابری اضافه کاری پرستاران خبر داد و گفت: وزیر بهداشت اعلام کرد که ساعت اضافه‌کاری پرستاران از ۲۵ هزار تومان به ۱۰۰ هزار تومان خواهد رسید.,1403/08/14
خبرهای مهم از استخدام پرستاران,رئیس سازمان نظام پرستاری از صدور مجوز استخدام ۱۰ هزار پرستار در راستای کاهش حجم کار نیروهای فعال خبر داد و افزود: معوقات با اقدامات انجام شده به هفت ماه کاهش‌یافته که گویا این معوقات در زنجان ۱۲ تا ۱۳ ماه است که دلایل آن باید بررسی شود.,1403/08/14
آمار عجیب از مصرف بنزین,مدیرعامل شرکت ملی پخش فرآورده‌های نفتی: مصرف بنزین در کشور از ابتدای سال تا ۱۲ آبان به صورت میانگین ۱۲۴.۵ لیتر توزیع شده در حالی که سال گذشته ۱۱۶ میلیون لیتر بوده است و ۷ درصد افزایش مصرف داشتیم.,1403/08/14
 افزایشِ «حق مسکن» رسما منتفی شد؟,در آخرین روزهای اسفند سال قبل، مذاکرات مزدی به نتیجه رسید، در واقع از مذاکرات طولانی در شورای عالی کار با توسل به رای‌گیری به جای اجماع «نتیجه گرفتند». نمایندگان کارگری مصوبه مزدی را امضا نکردند اما دستمزد ۱۴۰۳ از سوی دولت بدون امضای نمایندگان کارگری ابلاغ شد.,1403/08/14
جزئیات شرایط بازنشستگی این کارمندان اعلام شد,سازمان اداری و استخدامی در بخشنامه ای توضیحاتی در خصوص نحوه بازنشستگی کارکنان قرارداد کار معین دستگاه های اجرایی اعلام کرد.,1403/08/14
پزشکیان: جنگ امروز جنگ اقتصادی است / با تولید گندم در کشور توانستیم به موفقیت برسیم,رئیس جمهور در گردهمایی طرح جهش تولید در دیم‌زارها گفت: آن چیزی که امروز با آن مواجه هستیم جنگ تمام عیار اقتصادی است،‌ از جنگ نظامی نمی‌ترسیم و دشمنان نمی‌توانند در این زمینه ما را زمین‌گیر کنند.,1403/08/14
تجمع گسترده بازنشستگان تامین اجتماعی/ سفره‌ ما نان ندارد!,بازنشستگان اهواز با بیان شعارهایی با این مفهوم که «سفره‌ی ما نان ندارد» خواستار ترمیم مستمری دریافتی براساس خط فقر حداقلی شدند.,1403/08/14
هلندی‌ها حسرت خاک ایران را می‌خورند / مشکل کشاورزی ما کمبود فناوری است، نه کمبود آب,سرشماری عمومی کشاورزی از ۱۲ آبان در سراسر کشور آغاز شده است. این سرشماری که بعد از سرشماری عمومی نفوس و مسکن، دومین سرشماری بزرگ و مهم کشور است پس از ۱۰ سال و به صورت میدانی انجام می‌شود. با این حال برخی از کارشناسان نگاه انتقادی به سرشماری در کشوری که توسعه در آن اتفاق نیفتاده است دارند. به عقیده آنان وجود آمار‌های صرفا دولتی نمی‌تواند خسارت‌های ناشی از سیاست‌گذاری‌های اشتباه را برآورد کند. آن هم در کشوری که هر بخش از آن مستعد کشت یک محصول خاص است، اما عدم بهره‌وری و کشت سنتی پایه‌های آماری برای یک برنامه‌ریزی اصولی را سست کرده است.,1403/08/14
سود واردات گوشت به چه کسانی می‌رسد؟,رئیس اتحادیه دام سبک کشور می‌گوید افرادی با بالا بردن قیمت گوشت و ملتهب نگه داشتن بازار، بهانه واردات ایجاد می‌کنند و سود کلانی را از این تجارت سودآور به جیب می‌زنند.,1403/08/13
در حراج امروز شمش طلا چه گذشت؟,در حراج شصت و چهارم شمش طلا در مرکز مبادله ایران، ۷۱ کیلوگرم شمش به ارزش ۴۴۲ میلیارد تومان از سوی متقاضیان خریداری شد. همچنین فردا ۱۴ آبان ماه جلسه سی‌ام حراج سکه طلا از سوی مرکز مبادله ایران برگزار می‌شود.,1403/08/13
تسویه کامل با تمام گندمکاران کشور,از ابتدای فصل خرید تضمینی گندم در سال جاری مبلغ ۲۱۱ هزار میلیارد تومان به حساب کشاورزان گندم کار واریز و با پرداخت این مبلغ تمام مطالبات گندم‌کاران کشور تسویه شده است.,1403/08/13
۲۰ درصد افزایش مستمری برای این گروه,در نخستین نشست کمیته اجتماعی و فرهنگی کمیسیون برنامه و بودجه مطرح شد که تجمیع شرکت‌های وابسته به صندوق‌های کشوری، هما و فولاد در سازمان تأمین اجتماعی در لایحه بودجه ۱۴۰۴ لحاظ شده است. همچنین جداسازی اعتبارات دارویار از هدفمندی یارانه‌ها در دستور کار دولت قرار دارد. در این لایحه، پیش‌بینی اختیارات لازم برای اجرای برنامه پزشکی خانواده نیز صورت گرفته و تأکید شد که منابع حوزه سلامت نباید در دیگر بخش‌ها هزینه شود.,1403/08/13
